audit_id,paper_category,category_key,expressible,library,current_rfc_classification,current_root_cause,rfc_tags,storage_classification,fixed_status,state,created_at,title,url,maintainer_bug_judgment,evidence_to_check,audit_decision,audit_notes
AS-001,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-Core,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-23T14:13:14Z,TLS 1.3: gate 0-RTT on a cache-backed resumption ticket,https://github.com/wolfSSL/wolfssl/pull/10289,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-002,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,GnuTLS,RFC-Core,missing_state_transition_guard,RFC8446,bug-inferred,recognized_unfixed_or_open,opened,2026-01-19T19:30:22.101Z,malformed CCS in TLS 1.3 is discarded without an alert,https://gitlab.com/gnutls/gnutls/-/work_items/1788,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-003,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,GnuTLS,RFC-Core,missing_state_transition_guard,RFC8446,bug-inferred,recognized_unfixed_or_open,opened,2026-01-20T15:28:27.537Z,two KeyUpdates in one record do not get rejected with unexpected_message,https://gitlab.com/gnutls/gnutls/-/work_items/1789,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-004,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-Core,missing_validation,RFC5246;RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-04-13T20:34:28Z,TLS 1.3 client does not validate ticket_lifetime <= 604800 per RFC 8446 §4.6.1,https://github.com/openssl/openssl/issues/30808,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-005,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-03-17T17:29:18Z,Fix SSL_SESSION leak in tls_parse_ctos_psk() on ticket error paths,https://github.com/openssl/openssl/pull/30464,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-006,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC8446,direct-bug-label,recognized_unfixed_or_open,open,2026-05-29T11:39:52Z,Design gap: multiple TLS 1.3 signature schemes sharing the same key type OID,https://github.com/openssl/openssl/issues/31330,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-007,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,Mbed TLS,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-02-16T17:09:50Z,Fix missing type conversion in the TLS-Exporter,https://github.com/Mbed-TLS/mbedtls/pull/10601,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-008,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,Mbed TLS,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-02-16T17:11:33Z,[Backport 3.6] Fix missing type conversion in the TLS-Exporter,https://github.com/Mbed-TLS/mbedtls/pull/10602,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-009,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-12T13:50:23Z,DTLS 1.3 Update Epoch to a 64 bit counter and don't allow wrapping,https://github.com/openssl/openssl/pull/30394,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-010,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-20T19:35:59Z,verify ciphersuite in CH2 matches HRR,https://github.com/wolfSSL/wolfssl/pull/10034,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-011,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-29T21:03:17Z,DTLS 1.3 client-only minimum: WOLFSSL_DTLS_ONLY + autoconf cascade,https://github.com/wolfSSL/wolfssl/pull/10353,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-012,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC5246,bug-inferred,closed_pr_merge_unverified,closed,2026-05-14T19:49:34Z,Check SNI/ALPN in TLS 1.2/1.3 session resumptions,https://github.com/wolfSSL/wolfssl/pull/10489,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-013,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,TLS-Adjacent,missing_validation,RFC5246;RFC8446,direct-bug-label,recognized_unfixed_or_open,open,2026-04-21T06:17:03Z,Inconsistent certificate verify error strings for validity,https://github.com/openssl/openssl/issues/30915,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-014,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,TLS-Adjacent,missing_validation,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-02T08:24:00Z,dtls: buffer early CCS to handle UDP reorder,https://github.com/openssl/openssl/pull/30225,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-015,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,Not-related,missing_validation,RFC5246;RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-03-25T14:00:51Z,DTLS 1.3 Epoch bits that don't match are from a prior epoch,https://github.com/openssl/openssl/pull/30570,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-016,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-Core,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-27T05:01:06Z,doc: clarify SSL_SESSION ownership in PSK use session callback,https://github.com/openssl/openssl/pull/29771,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-017,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-01-21T03:00:36Z,Fix NULL pointer dereference when zlib DSO fails to load,https://github.com/openssl/openssl/pull/29699,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-018,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC5246;RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-03-18T03:31:01Z,ssl: realloc pipe buffer when pipe count decreases,https://github.com/openssl/openssl/pull/30480,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-019,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC5246;RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-03-18T08:00:41Z,ISSUE-30458: Fix leak when replacing stacked record-layer transport BIO,https://github.com/openssl/openssl/pull/30483,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-020,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_or_fixed_unverified,closed,2026-03-24T18:47:38Z,Memory safety code review: 17 findings across compiled sources,https://github.com/wolfSSL/wolfssl/issues/10063,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-021,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-21T02:53:59Z,Fix NULL pointer dereference when zlib DSO fails to load,https://github.com/openssl/openssl/pull/29698,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-022,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-05T09:44:06Z,check that we are resuming in write_early_data + minor fixes,https://github.com/wolfSSL/wolfssl/pull/9601,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-023,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,,bug-inferred,closed_pr_merge_unverified,closed,2026-02-09T16:15:08Z,Add check for KS in SH,https://github.com/wolfSSL/wolfssl/pull/9754,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-024,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,Not-related,missing_validation,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-13T02:05:03Z,doc: clarify -CAfile and -verifyCAfile semantics in openssl-s_server .pod.in,https://github.com/openssl/openssl/pull/30405,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-025,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,Not-related,missing_validation,RFC5246;RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-06-10T03:39:25Z,fix: enforce pathlen constraint in X509 API verify path,https://github.com/wolfSSL/wolfssl/pull/10651,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-026,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-05-27T16:18:09Z,CI Addition (ECH): Check only the public SNI is visible,https://github.com/wolfSSL/wolfssl/pull/10542,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-027,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-03-17T08:14:54Z,OpenSSL session resumption performance measurement,https://github.com/openssl/openssl/issues/30456,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-028,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,Not-related,missing_validation,RFC5246;RFC8446,direct-bug-label,closed_pr_merge_unverified,closed,2026-03-09T13:17:15Z,x509: reject unauthorized stapled OCSP response signers,https://github.com/openssl/openssl/pull/30323,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-029,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,Not-related,missing_validation,,bug-inferred,closed_pr_merge_unverified,closed,2026-02-13T17:07:10Z,Add Ed25519 Cert. Support for DTLS 1.2,https://github.com/openssl/openssl/pull/30007,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-030,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,Not-related,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-09T10:08:54Z,make TLS session resumption working for QUIC,https://github.com/openssl/openssl/pull/30750,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-031,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,OpenSSL,RFC-Core,missing_validation,RFC5246;RFC8446,security/advisory,recognized_unfixed_or_open,open,2026-03-16T06:28:48Z,ISSUE-28348: Deprecate SSL_COMP and related functions,https://github.com/openssl/openssl/pull/30439,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-032,Missing RFC checks and state guards,missing_rfc_checks_and_state_guards,O,wolfSSL,RFC-probable,missing_validation,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-28T17:55:19Z,Improve user_settings.h examples and add validation rules,https://github.com/wolfSSL/wolfssl/pull/9719,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-033,Wire-message construction errors,wire_message_construction_errors,O,wolfSSL,RFC-Core,incorrect_field_construction,RFC8446,security/advisory,closed_or_fixed_unverified,closed,2026-04-12T12:26:07Z,[Bug]:  0-RTT Anti-Replay Minimum Requirement Not Enforced (RFC 8446 Section 8),https://github.com/wolfSSL/wolfssl/issues/10197,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-034,Wire-message construction errors,wire_message_construction_errors,O,wolfSSL,RFC-Core,incorrect_field_construction,RFC8446,security/advisory,recognized_unfixed_or_open,open,2026-04-27T12:54:22Z,[Bug]: `ticket_lifetime = 0` and Immediate Discard Semantics,https://github.com/wolfSSL/wolfssl/issues/10322,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-035,Wire-message construction errors,wire_message_construction_errors,O,wolfSSL,RFC-Core,incorrect_field_construction,RFC5246;RFC8446,direct-bug-label,closed_or_fixed_unverified,closed,2026-01-13T15:19:21Z,[Bug]:  client_certificate_type and server_certificate_type extensions accepted in ServerHello for TLS 1.3,https://github.com/wolfSSL/wolfssl/issues/9655,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-036,Wire-message construction errors,wire_message_construction_errors,O,Mbed TLS,RFC-Core,incorrect_field_construction,RFC8446,direct-bug-label,recognized_unfixed_or_open,open,2026-04-30T12:36:04Z,mbedTLS TLS 1.3 `certificate_authorities` Validation Gap,https://github.com/Mbed-TLS/mbedtls/issues/10744,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-037,Wire-message construction errors,wire_message_construction_errors,O,OpenSSL,RFC-Core,incorrect_field_construction,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-31T09:33:48Z,Disable tickets when SSL_OP_NO_TICKET and SSL_SESS_CACHE_OFF are set,https://github.com/openssl/openssl/pull/30639,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-038,Wire-message construction errors,wire_message_construction_errors,O,wolfSSL,RFC-Core,incorrect_field_construction,RFC5246;RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-01-14T13:58:04Z,Fix TLSX_Parse to correctly handle client and server cert type ext with TLS1.3,https://github.com/wolfSSL/wolfssl/pull/9657,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-039,Wire-message construction errors,wire_message_construction_errors,O,wolfSSL,RFC-Core,incorrect_field_construction,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-04-28T15:56:07Z,reject extensions in a TLS 1.3 Certificate message that were not offered in the prior ClientHello/CertificateRequest,https://github.com/wolfSSL/wolfssl/pull/10338,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-040,Wire-message construction errors,wire_message_construction_errors,O,Mbed TLS,RFC-Core,incorrect_field_construction,RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-04-28T09:06:19Z,TLS 1.3 KeyShare Ordering Semantics Are Only Partially Covered,https://github.com/Mbed-TLS/mbedtls/issues/10722,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-041,Negotiation and selected-parameter errors,negotiation_and_selected_parameter_errors,O,wolfSSL,RFC-Core,negotiation_logic_error,RFC5246;RFC8446,bug-inferred,recognized_unfixed_or_open,open,2026-06-05T12:07:50Z,DTLS 1.3 Dynamic Connection ID Update Semantics Are Missing,https://github.com/wolfSSL/wolfssl/issues/10613,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-042,Negotiation and selected-parameter errors,negotiation_and_selected_parameter_errors,O,Mbed TLS,RFC-probable,negotiation_logic_error,RFC5246,direct-bug-label,closed_pr_merge_unverified,closed,2026-04-17T16:23:38Z,Backport 4.1: ssl: accept TLS 1.2 rsa_pss_rsae signature algorithms,https://github.com/Mbed-TLS/mbedtls/pull/10704,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-043,Negotiation and selected-parameter errors,negotiation_and_selected_parameter_errors,O,Mbed TLS,RFC-probable,negotiation_logic_error,RFC8446,bug-inferred,closed_pr_merge_unverified,closed,2026-03-23T16:35:45Z,check_config: add missing check for TLS 1.3 key exchanges,https://github.com/Mbed-TLS/mbedtls/pull/10650,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
AS-044,Negotiation and selected-parameter errors,negotiation_and_selected_parameter_errors,O,Mbed TLS,RFC-probable,negotiation_logic_error,RFC5246,bug-inferred,closed_pr_merge_unverified,closed,2026-04-04T18:06:22Z,Backport 3.6: ssl: accept TLS 1.2 rsa_pss_rsae signature algorithms,https://github.com/Mbed-TLS/mbedtls/pull/10674,needs_source_audit,maintainer comment; linked PR/MR; commit; release note; advisory,TBD,
